Time,SSID,BSSID,Vendor,RSSI,Score,Reason
06:37:39,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:37:39,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:37:39,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:37:41,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:37:41,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:37:41,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:37:42,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:37:42,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:37:42,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:37:44,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:37:44,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:37:44,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:37:45,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:37:45,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:37:45,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:37:47,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:37:47,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:37:47,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:37:48,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
06:37:48,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:37:48,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:37:50,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:37:50,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:37:50,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:37:51,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:37:51,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:37:51,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:37:53,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:37:53,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:37:53,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:37:54,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:37:54,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:37:54,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:37:56,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:37:56,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:37:56,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:37:57,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:37:57,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:37:57,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:37:59,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:37:59,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:37:59,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:38:00,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
06:38:00,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:00,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:38:02,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:38:02,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:02,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:38:03,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:03,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:03,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:05,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
06:38:05,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:05,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:06,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:06,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:06,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:38:08,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
06:38:08,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:08,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:38:09,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
06:38:09,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:09,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:38:11,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:11,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:38:11,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:12,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:12,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:12,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:38:14,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:14,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:14,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:38:15,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:38:15,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:15,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:38:17,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:17,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:17,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:38:18,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:38:18,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:38:18,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:38:20,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:20,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:38:20,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:21,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:38:21,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:38:21,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:38:23,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:23,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:38:23,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:24,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:24,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:24,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:38:26,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:26,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:26,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:27,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:27,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:27,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:38:29,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:29,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:29,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:38:30,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
06:38:30,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:30,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:38:32,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
06:38:32,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:32,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:33,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:33,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:33,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:38:35,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:38:35,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:38:35,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:36,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:36,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:36,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:38,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:38,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:38,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:39,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
06:38:39,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:39,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:38:41,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:41,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:41,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:42,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:42,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:42,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:44,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:44,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:44,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:38:45,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:38:45,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:38:45,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:38:47,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:38:47,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:47,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:38:48,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
06:38:48,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:48,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:38:50,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:38:50,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:50,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:38:51,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:38:51,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:38:51,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:53,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:38:53,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
06:38:53,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:38:54,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
06:38:54,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:38:54,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:38:56,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:56,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:38:56,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:38:57,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:57,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,5,Deauth Attack
06:38:57,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:38:59,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:38:59,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:38:59,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:39:00,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:39:00,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:39:00,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:39:02,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:39:02,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
06:39:02,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:39:03,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:39:03,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
